DATE,SPY US Equity
9/15/2017,252.7424611
9/18/2017,253.2800168
9/19/2017,253.5335808
9/20/2017,253.6248639
9/21/2017,252.9453123
9/22/2017,252.9960251
9/25/2017,252.4787545
9/26/2017,252.6308929
9/27/2017,253.6147213
9/28/2017,253.9189981
9/29/2017,254.8115434
10/2/2017,255.9170825
10/3/2017,256.4647807
10/4/2017,256.7690576
10/5/2017,258.2904416
10/6/2017,257.9963074
10/9/2017,257.5703198
10/10/2017,258.2498714
10/11/2017,258.6555738
10/12/2017,258.2701565
10/13/2017,258.5845759
10/16/2017,258.9294229
10/17/2017,259.111989
10/18/2017,259.365553
10/19/2017,259.4365509
10/20/2017,260.7753689
10/23/2017,259.7611129
10/24/2017,260.2175281
10/25/2017,258.9294229
10/26/2017,259.2641274
10/27/2017,261.3839225
10/30/2017,260.4102367
10/31/2017,260.8159391
11/1/2017,261.1607862
11/2/2017,261.2622118
11/3/2017,262.134472
11/6/2017,262.5401744
11/7/2017,262.3576083
11/8/2017,262.803881
11/9/2017,261.8504803
11/10/2017,261.7693398
11/13/2017,262.0127613
11/14/2017,261.4042076
11/15/2017,260.0958173
11/16/2017,262.3068955
11/17/2017,261.5360609
11/20/2017,261.9823336
11/21/2017,263.6964263
11/22/2017,263.4631474
11/24/2017,264.071701
11/27/2017,263.9398477
11/28/2017,266.6174836
11/29/2017,266.4552027
11/30/2017,268.7879916
12/1/2017,268.2301507
12/4/2017,267.9055888
12/5/2017,266.9420456
12/6/2017,266.9927584
12/7/2017,267.8345909
12/8/2017,269.2951196
12/11/2017,270.1065244
12/12/2017,270.5832247
12/13/2017,270.5527971
12/14/2017,269.447258
12/15/2017,271.6799733
12/18/2017,273.4027572
12/19/2017,272.3527765
12/20/2017,272.2100606
12/21/2017,272.77073
12/22/2017,272.6993721
12/26/2017,272.3731644
12/27/2017,272.5056863
12/28/2017,273.0663556
12/29/2017,272.0367628
1/2/2018,273.9838145
1/3/2018,275.7167925
1/4/2018,276.8789071
1/5/2018,278.7240189
1/8/2018,279.2337183
1/9/2018,279.8657456
1/10/2018,279.4375981
1/11/2018,281.4763957
1/12/2018,283.3113135
1/16/2018,282.3428847
1/17/2018,285.0340975
1/18/2018,284.5549801
1/19/2018,285.8496165
1/22/2018,288.1738458
1/23/2018,288.7854851
1/24/2018,288.6733512
1/25/2018,288.7956791
1/26/2018,292.1393071
1/29/2018,290.2024494
1/30/2018,287.2258049
1/31/2018,287.3685207
2/1/2018,287.0423131
2/2/2018,280.7933985
2/5/2018,269.0499244
2/6/2018,274.3507981
2/7/2018,272.8624759
2/8/2018,262.6277119
2/9/2018,266.5727853
2/12/2018,270.4872767
2/13/2018,271.1600799
2/14/2018,274.8197216
2/15/2018,278.3264534
2/16/2018,278.4080053
2/20/2018,276.6648334
2/21/2018,275.288645
2/22/2018,275.6454346
2/23/2018,280.0390434
2/26/2018,283.2909256
2/27/2018,279.7536117
2/28/2018,276.9196831
3/1/2018,272.8930578
3/2/2018,274.2998282
3/5/2018,277.4701584
3/6/2018,278.1735436
3/7/2018,278.0716037
3/8/2018,279.4172101
3/9/2018,284.2797424
3/12/2018,283.9229528
3/13/2018,282.088035
3/14/2018,280.6404887
3/15/2018,280.334669
3/16/2018,280.6372011
3/19/2018,276.840104
3/20/2018,277.3109031
3/21/2018,276.7786955
3/22/2018,269.8599957
3/23/2018,264.1080589
3/26/2018,271.3338016
3/27/2018,266.7179235
3/28/2018,265.9298467
3/29/2018,269.327788
4/2/2018,263.5144426
4/3/2018,266.8919144
4/4/2018,269.7474133
